ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Year,Month
Big Street ATM,2016-01-08,52.0,38.0,264308.0,212933.0,Friday,NA,NA,NA,2016,January
Big Street ATM,2016-01-08,119.0,36.0,428100.0,171000.0,Friday,NH,W,HWW,2016,January
Big Street ATM,2016-01-08,132.0,88.0,646188.0,466246.0,Friday,NA,NA,NA,2016,January
Christ College ATM,2016-01-08,108.0,59.0,479100.0,250800.0,Friday,NH,W,HWW,2016,January
Mount Road ATM,2016-01-08,38.0,18.0,191000.0,118500.0,Friday,NH,W,HWW,2016,January
Airport ATM,2016-01-09,50.0,28.0,270500.0,183300.0,Saturday,NH,W,WWW,2016,January
Big Street ATM,2016-01-09,165.0,41.0,725400.0,290600.0,Saturday,NH,W,WWW,2016,January
Big Street ATM,2016-01-09,104.0,50.0,453374.0,265556.0,Saturday,NA,NA,NA,2016,January
KK Nagar ATM,2016-01-09,2.0,2.0,700.0,700.0,Saturday,NH,W,WWW,2016,January
Mount Road ATM,2016-01-09,81.0,35.0,365000.0,224000.0,Saturday,NH,W,WWW,2016,January
Airport ATM,2016-01-10,95.0,71.0,374400.0,316700.0,Sunday,NH,H,WHH,2016,January
Big Street ATM,2016-01-10,105.0,23.0,381000.0,128500.0,Sunday,NH,H,WHH,2016,January
Big Street ATM,2016-01-10,104.0,50.0,453374.0,265556.0,Sunday,NA,NA,NA,2016,January
KK Nagar ATM,2016-01-10,126.0,79.0,682600.0,437100.0,Sunday,NH,H,WHH,2016,January
Mount Road ATM,2016-01-10,112.0,50.0,649000.0,406000.0,Sunday,NH,H,WHH,2016,January
Big Street ATM,2016-01-11,52.0,38.0,264308.0,212933.0,Monday,NA,NA,NA,2016,January
Big Street ATM,2016-01-11,111.0,34.0,392981.0,162963.0,Monday,NA,NA,NA,2016,January
Christ College ATM,2016-01-11,141.0,59.0,697000.0,367100.0,Monday,NH,W,WWW,2016,January
KK Nagar ATM,2016-01-11,64.0,36.0,392600.0,247100.0,Monday,NH,W,WWW,2016,January
Mount Road ATM,2016-01-11,37.0,35.0,264600.0,254100.0,Monday,NH,W,WWW,2016,January
Airport ATM,2016-01-12,6.0,4.0,6500.0,4000.0,Tuesday,NH,W,WWW,2016,January
Big Street ATM,2016-01-12,23.0,6.0,36700.0,4000.0,Tuesday,NH,W,WWW,2016,January
Christ College ATM,2016-01-12,1.0,1.0,1500.0,1500.0,Tuesday,NH,W,WWW,2016,January
KK Nagar ATM,2016-01-12,41.0,22.0,35100.0,16500.0,Tuesday,NH,W,WWW,2016,January
Mount Road ATM,2016-01-12,1.0,1.0,100.0,100.0,Tuesday,NH,W,WWW,2016,January
Airport ATM,2016-01-13,65.0,56.0,385500.0,363700.0,Wednesday,NH,W,WWW,2016,January
Big Street ATM,2016-01-13,104.0,34.0,447600.0,183300.0,Wednesday,NH,W,WWW,2016,January
Big Street ATM,2016-01-13,34.0,18.0,149831.0,96862.0,Wednesday,NA,NA,NA,2016,January
Christ College ATM,2016-01-13,160.0,83.0,839300.0,583400.0,Wednesday,NH,W,WWW,2016,January
KK Nagar ATM,2016-01-13,155.0,114.0,1000900.0,851200.0,Wednesday,NH,W,WWW,2016,January
Airport ATM,2016-01-14,130.0,97.0,661300.0,523300.0,Thursday,NH,W,WWH,2016,January
Big Street ATM,2016-01-14,127.0,38.0,466200.0,150500.0,Thursday,NH,W,WWH,2016,January
Big Street ATM,2016-01-14,34.0,18.0,149831.0,96862.0,Thursday,NA,NA,NA,2016,January
Christ College ATM,2016-01-14,143.0,65.0,670800.0,423400.0,Thursday,NH,W,WWH,2016,January
KK Nagar ATM,2016-01-14,169.0,103.0,1126800.0,788500.0,Thursday,NH,W,WWH,2016,January
Big Street ATM,2016-01-15,52.0,38.0,264308.0,212933.0,Friday,NA,NA,NA,2016,January
Big Street ATM,2016-01-15,130.0,44.0,424300.0,217900.0,Friday,H,H,WHH,2016,January
Big Street ATM,2016-01-15,34.0,18.0,149831.0,96862.0,Friday,NA,NA,NA,2016,January
Christ College ATM,2016-01-15,79.0,38.0,269100.0,146400.0,Friday,H,H,WHH,2016,January
KK Nagar ATM,2016-01-15,197.0,131.0,760700.0,513300.0,Friday,H,H,WHH,2016,January
Airport ATM,2016-01-16,6.0,5.0,9700.0,9200.0,Saturday,H,H,HHH,2016,January
Big Street ATM,2016-01-16,117.0,35.0,379400.0,128300.0,Saturday,H,H,HHH,2016,January
Big Street ATM,2016-01-16,34.0,18.0,149831.0,96862.0,Saturday,NA,NA,NA,2016,January
Christ College ATM,2016-01-16,73.0,38.0,273200.0,149500.0,Saturday,H,H,HHH,2016,January
KK Nagar ATM,2016-01-16,88.0,58.0,331900.0,207000.0,Saturday,H,H,HHH,2016,January
Big Street ATM,2016-01-17,52.0,38.0,264308.0,212933.0,Sunday,NA,NA,NA,2016,January
Big Street ATM,2016-01-17,118.0,38.0,354400.0,153300.0,Sunday,H,H,HHW,2016,January
Big Street ATM,2016-01-17,34.0,18.0,149831.0,96862.0,Sunday,NA,NA,NA,2016,January
Christ College ATM,2016-01-17,76.0,34.0,135700.0,74600.0,Sunday,H,H,HHW,2016,January
KK Nagar ATM,2016-01-17,202.0,119.0,777600.0,503000.0,Sunday,H,H,HHW,2016,January
Airport ATM,2016-01-18,76.0,53.0,391400.0,319600.0,Monday,NH,W,HWW,2016,January
Big Street ATM,2016-01-18,129.0,43.0,406900.0,148100.0,Monday,NH,W,HWW,2016,January
Big Street ATM,2016-01-18,34.0,18.0,149831.0,96862.0,Monday,NA,NA,NA,2016,January
Christ College ATM,2016-01-18,129.0,56.0,479400.0,195800.0,Monday,NH,W,HWW,2016,January
KK Nagar ATM,2016-01-18,36.0,23.0,151300.0,101900.0,Monday,NH,W,HWW,2016,January
Airport ATM,2016-01-19,19.0,18.0,125100.0,121600.0,Tuesday,NH,W,WWW,2016,January
Big Street ATM,2016-01-19,115.0,51.0,360800.0,230600.0,Tuesday,NH,W,WWW,2016,January
Big Street ATM,2016-01-19,132.0,88.0,646188.0,466246.0,Tuesday,NA,NA,NA,2016,January
Big Street ATM,2016-01-19,34.0,18.0,149831.0,96862.0,Tuesday,NA,NA,NA,2016,January
Christ College ATM,2016-01-19,130.0,73.0,654400.0,455300.0,Tuesday,NH,W,WWW,2016,January
Airport ATM,2016-01-20,8.0,5.0,19100.0,12800.0,Wednesday,NH,W,WWW,2016,January
Big Street ATM,2016-01-20,55.0,26.0,271300.0,173600.0,Wednesday,NH,W,WWW,2016,January
Big Street ATM,2016-01-20,34.0,18.0,149831.0,96862.0,Wednesday,NA,NA,NA,2016,January
Christ College ATM,2016-01-20,143.0,61.0,652400.0,393100.0,Wednesday,NH,W,WWW,2016,January
KK Nagar ATM,2016-01-20,134.0,84.0,739800.0,549500.0,Wednesday,NH,W,WWW,2016,January
Airport ATM,2016-01-21,29.0,22.0,80200.0,74300.0,Thursday,NH,W,WWW,2016,January
Big Street ATM,2016-01-21,73.0,19.0,178300.0,83800.0,Thursday,NH,W,WWW,2016,January
Big Street ATM,2016-01-21,34.0,18.0,149831.0,96862.0,Thursday,NA,NA,NA,2016,January
Christ College ATM,2016-01-21,138.0,57.0,713100.0,308700.0,Thursday,NH,W,WWW,2016,January
KK Nagar ATM,2016-01-21,94.0,76.0,489900.0,435600.0,Thursday,NH,W,WWW,2016,January
Airport ATM,2016-01-22,49.0,41.0,285100.0,252400.0,Friday,NH,W,WWH,2016,January
Big Street ATM,2016-01-22,132.0,51.0,447900.0,263300.0,Friday,NH,W,WWH,2016,January
Big Street ATM,2016-01-22,34.0,18.0,149831.0,96862.0,Friday,NA,NA,NA,2016,January
Christ College ATM,2016-01-22,98.0,34.0,431700.0,188500.0,Friday,NH,W,WWH,2016,January
KK Nagar ATM,2016-01-22,173.0,115.0,935900.0,677200.0,Friday,NH,W,WWH,2016,January
Airport ATM,2016-01-23,44.0,35.0,212600.0,193900.0,Saturday,NH,H,WHH,2016,January
Big Street ATM,2016-01-23,123.0,34.0,327900.0,120100.0,Saturday,NH,H,WHH,2016,January
Christ College ATM,2016-01-23,133.0,70.0,581200.0,389900.0,Saturday,NH,H,WHH,2016,January
KK Nagar ATM,2016-01-23,104.0,79.0,604300.0,489200.0,Saturday,NH,H,WHH,2016,January
Mount Road ATM,2016-01-23,5.0,4.0,1800.0,1300.0,Saturday,NH,H,WHH,2016,January
Airport ATM,2016-01-24,34.0,17.0,81600.0,26900.0,Sunday,NH,H,HHW,2016,January
Big Street ATM,2016-01-24,42.0,19.0,49600.0,19600.0,Sunday,NH,H,HHW,2016,January
Big Street ATM,2016-01-24,34.0,18.0,149831.0,96862.0,Sunday,NA,NA,NA,2016,January
Christ College ATM,2016-01-24,93.0,27.0,259500.0,73700.0,Sunday,NH,H,HHW,2016,January
KK Nagar ATM,2016-01-24,241.0,116.0,946700.0,438100.0,Sunday,NH,H,HHW,2016,January
Airport ATM,2016-01-25,79.0,59.0,330400.0,287600.0,Monday,NH,W,HWH,2016,January
Big Street ATM,2016-01-25,86.0,29.0,314800.0,152400.0,Monday,NH,W,HWH,2016,January
Big Street ATM,2016-01-25,132.0,88.0,646188.0,466246.0,Monday,NA,NA,NA,2016,January
Christ College ATM,2016-01-25,125.0,62.0,487400.0,227700.0,Monday,NH,W,HWH,2016,January
Mount Road ATM,2016-01-25,10.0,6.0,11100.0,7500.0,Monday,NH,W,HWH,2016,January
Big Street ATM,2016-01-26,52.0,38.0,264308.0,212933.0,Tuesday,NA,NA,NA,2016,January
Big Street ATM,2016-01-26,46.0,17.0,74200.0,43000.0,Tuesday,N,H,WHW,2016,January
Big Street ATM,2016-01-26,34.0,18.0,149831.0,96862.0,Tuesday,NA,NA,NA,2016,January
Christ College ATM,2016-01-26,93.0,50.0,387200.0,278200.0,Tuesday,N,H,WHW,2016,January
KK Nagar ATM,2016-01-26,248.0,148.0,1207300.0,836400.0,Tuesday,N,H,WHW,2016,January
Airport ATM,2016-01-27,88.0,69.0,439500.0,374900.0,Wednesday,NH,W,HWW,2016,January
Big Street ATM,2016-01-27,68.0,25.0,194300.0,85600.0,Wednesday,NH,W,HWW,2016,January
Christ College ATM,2016-01-27,100.0,52.0,447100.0,328100.0,Wednesday,NH,W,HWW,2016,January
KK Nagar ATM,2016-01-27,88.0,62.0,426500.0,281200.0,Wednesday,NH,W,HWW,2016,January
Mount Road ATM,2016-01-27,14.0,12.0,15700.0,14000.0,Wednesday,NH,W,HWW,2016,January
Airport ATM,2016-01-28,59.0,45.0,314800.0,270800.0,Thursday,NH,W,WWW,2016,January
Big Street ATM,2016-01-28,122.0,36.0,312500.0,105300.0,Thursday,NH,W,WWW,2016,January
Big Street ATM,2016-01-28,132.0,88.0,646188.0,466246.0,Thursday,NA,NA,NA,2016,January
Christ College ATM,2016-01-28,139.0,65.0,559900.0,366500.0,Thursday,NH,W,WWW,2016,January
Mount Road ATM,2016-01-28,6.0,5.0,12100.0,12000.0,Thursday,NH,W,WWW,2016,January
Airport ATM,2016-01-29,63.0,43.0,411100.0,276700.0,Friday,NH,W,WWH,2016,January
Big Street ATM,2016-01-29,124.0,37.0,450200.0,180600.0,Friday,NH,W,WWH,2016,January
Christ College ATM,2016-01-29,109.0,59.0,486400.0,349000.0,Friday,NH,W,WWH,2016,January
KK Nagar ATM,2016-01-29,111.0,78.0,379900.0,282300.0,Friday,NH,W,WWH,2016,January
Mount Road ATM,2016-01-29,44.0,24.0,132300.0,80900.0,Friday,NH,W,WWH,2016,January
Airport ATM,2016-01-30,123.0,86.0,653900.0,425400.0,Saturday,NH,H,WHH,2016,January
Big Street ATM,2016-01-30,162.0,48.0,617900.0,267200.0,Saturday,NH,H,WHH,2016,January
Christ College ATM,2016-01-30,157.0,85.0,783200.0,532100.0,Saturday,NH,H,WHH,2016,January
KK Nagar ATM,2016-01-30,219.0,131.0,1089700.0,700700.0,Saturday,NH,H,WHH,2016,January
Mount Road ATM,2016-01-30,59.0,21.0,205500.0,64800.0,Saturday,NH,H,WHH,2016,January
Airport ATM,2016-01-31,52.0,36.0,300900.0,241900.0,Sunday,NH,H,HHW,2016,January
Big Street ATM,2016-01-31,174.0,54.0,792000.0,359000.0,Sunday,NH,H,HHW,2016,January
Big Street ATM,2016-01-31,132.0,88.0,646188.0,466246.0,Sunday,NA,NA,NA,2016,January
Christ College ATM,2016-01-31,117.0,46.0,456300.0,242800.0,Sunday,NH,H,HHW,2016,January
Mount Road ATM,2016-01-31,6.0,5.0,4500.0,2500.0,Sunday,NH,H,HHW,2016,January
Airport ATM,2016-02-01,35.0,23.0,52000.0,33900.0,Monday,NH,H,HHH,2016,February
Big Street ATM,2016-02-01,67.0,18.0,305900.0,99000.0,Monday,NH,H,HHH,2016,February
Big Street ATM,2016-02-01,109.0,75.0,561164.0,426324.0,Monday,NA,NA,NA,2016,February
Big Street ATM,2016-02-01,50.0,24.0,214114.0,146018.0,Monday,NA,NA,NA,2016,February
Christ College ATM,2016-02-01,166.0,55.0,866800.0,385700.0,Monday,NH,H,HHH,2016,February
Airport ATM,2016-02-02,65.0,41.0,391300.0,256000.0,Tuesday,NH,W,WWW,2016,February
Big Street ATM,2016-02-02,132.0,33.0,425000.0,93900.0,Tuesday,NH,W,WWW,2016,February
Christ College ATM,2016-02-02,152.0,83.0,711100.0,486100.0,Tuesday,NH,W,WWW,2016,February
KK Nagar ATM,2016-02-02,189.0,96.0,996200.0,522000.0,Tuesday,NH,W,WWW,2016,February
Mount Road ATM,2016-02-02,14.0,9.0,13400.0,8700.0,Tuesday,NH,W,WWW,2016,February
Airport ATM,2016-02-03,71.0,54.0,215100.0,179500.0,Wednesday,NH,W,WWW,2016,February
Big Street ATM,2016-02-03,97.0,32.0,402900.0,132600.0,Wednesday,NH,W,WWW,2016,February
Big Street ATM,2016-02-03,109.0,75.0,561164.0,426324.0,Wednesday,NA,NA,NA,2016,February
Christ College ATM,2016-02-03,61.0,30.0,279800.0,177300.0,Wednesday,NH,W,WWW,2016,February
Mount Road ATM,2016-02-03,98.0,47.0,446200.0,269900.0,Wednesday,NH,W,WWW,2016,February
Airport ATM,2016-02-04,22.0,15.0,79600.0,61800.0,Thursday,NH,H,WHH,2016,February
Big Street ATM,2016-02-04,35.0,7.0,129900.0,7900.0,Thursday,NH,H,WHH,2016,February
Christ College ATM,2016-02-04,87.0,28.0,387200.0,147800.0,Thursday,NH,H,WHH,2016,February
KK Nagar ATM,2016-02-04,117.0,117.0,587700.0,587700.0,Thursday,NH,H,WHH,2016,February
Mount Road ATM,2016-02-04,63.0,17.0,296700.0,161400.0,Thursday,NH,H,WHH,2016,February
Airport ATM,2016-02-05,21.0,9.0,137800.0,60000.0,Friday,NH,W,HWW,2016,February
Big Street ATM,2016-02-05,96.0,43.0,395500.0,266000.0,Friday,NH,W,HWW,2016,February
Big Street ATM,2016-02-05,50.0,24.0,214114.0,146018.0,Friday,NA,NA,NA,2016,February
Christ College ATM,2016-02-05,138.0,41.0,673900.0,208100.0,Friday,NH,W,HWW,2016,February
KK Nagar ATM,2016-02-05,167.0,118.0,1145800.0,878700.0,Friday,NH,W,HWW,2016,February
Big Street ATM,2016-02-06,61.0,46.0,315312.0,263448.0,Saturday,NA,NA,NA,2016,February
Big Street ATM,2016-02-06,127.0,41.0,474981.0,212027.0,Saturday,NA,NA,NA,2016,February
Big Street ATM,2016-02-06,130.0,55.0,566659.0,290555.0,Saturday,NA,NA,NA,2016,February
KK Nagar ATM,2016-02-06,67.0,46.0,294200.0,208800.0,Saturday,NH,W,WWW,2016,February
Mount Road ATM,2016-02-06,82.0,73.0,558800.0,527300.0,Saturday,NH,W,WWW,2016,February
Airport ATM,2016-02-07,23.0,19.0,175400.0,148300.0,Sunday,NH,H,WHH,2016,February
Big Street ATM,2016-02-07,75.0,16.0,285100.0,72100.0,Sunday,NH,H,WHH,2016,February
Big Street ATM,2016-02-07,130.0,55.0,566659.0,290555.0,Sunday,NA,NA,NA,2016,February
Big Street ATM,2016-02-07,50.0,24.0,214114.0,146018.0,Sunday,NA,NA,NA,2016,February
KK Nagar ATM,2016-02-07,132.0,96.0,851600.0,677200.0,Sunday,NH,H,WHH,2016,February
Big Street ATM,2016-02-08,61.0,46.0,315312.0,263448.0,Monday,NA,NA,NA,2016,February
Big Street ATM,2016-02-08,147.0,29.0,562700.0,169100.0,Monday,NH,W,WWW,2016,February
Big Street ATM,2016-02-08,109.0,75.0,561164.0,426324.0,Monday,NA,NA,NA,2016,February
Christ College ATM,2016-02-08,101.0,39.0,419000.0,174500.0,Monday,NH,W,WWW,2016,February
Mount Road ATM,2016-02-08,11.0,10.0,88500.0,81000.0,Monday,NH,W,WWW,2016,February
Airport ATM,2016-02-09,31.0,22.0,241600.0,178500.0,Tuesday,NH,W,WWH,2016,February
Big Street ATM,2016-02-09,150.0,56.0,643700.0,318800.0,Tuesday,NH,W,WWH,2016,February
Big Street ATM,2016-02-09,130.0,55.0,566659.0,290555.0,Tuesday,NA,NA,NA,2016,February
KK Nagar ATM,2016-02-09,20.0,14.0,156600.0,122100.0,Tuesday,NH,W,WWH,2016,February
Mount Road ATM,2016-02-09,24.0,14.0,128500.0,96000.0,Tuesday,NH,W,WWH,2016,February
Airport ATM,2016-02-10,47.0,31.0,262500.0,201500.0,Wednesday,N,H,HHW,2016,February
Big Street ATM,2016-02-10,127.0,41.0,474981.0,212027.0,Wednesday,NA,NA,NA,2016,February
Big Street ATM,2016-02-10,130.0,55.0,566659.0,290555.0,Wednesday,NA,NA,NA,2016,February
KK Nagar ATM,2016-02-10,96.0,81.0,531600.0,448600.0,Wednesday,N,H,HHW,2016,February
Mount Road ATM,2016-02-10,113.0,28.0,424000.0,225500.0,Wednesday,N,H,HHW,2016,February
Big Street ATM,2016-02-11,61.0,46.0,315312.0,263448.0,Thursday,NA,NA,NA,2016,February
Big Street ATM,2016-02-11,75.0,24.0,357900.0,157300.0,Thursday,NH,W,WWW,2016,February
Christ College ATM,2016-02-11,154.0,60.0,808400.0,323900.0,Thursday,NH,W,WWW,2016,February
KK Nagar ATM,2016-02-11,34.0,19.0,170600.0,97800.0,Thursday,NH,W,WWW,2016,February
Mount Road ATM,2016-02-11,34.0,28.0,192900.0,163400.0,Thursday,NH,W,WWW,2016,February
Big Street ATM,2016-02-12,61.0,46.0,315312.0,263448.0,Friday,NA,NA,NA,2016,February
Big Street ATM,2016-02-12,127.0,41.0,474981.0,212027.0,Friday,NA,NA,NA,2016,February
Big Street ATM,2016-02-12,130.0,55.0,566659.0,290555.0,Friday,NA,NA,NA,2016,February
Big Street ATM,2016-02-12,109.0,75.0,561164.0,426324.0,Friday,NA,NA,NA,2016,February
Big Street ATM,2016-02-12,50.0,24.0,214114.0,146018.0,Friday,NA,NA,NA,2016,February
Airport ATM,2016-02-13,38.0,25.0,147800.0,102900.0,Saturday,NH,H,WHH,2016,February
Big Street ATM,2016-02-13,129.0,43.0,458700.0,220200.0,Saturday,NH,H,WHH,2016,February
Christ College ATM,2016-02-13,110.0,47.0,443800.0,221200.0,Saturday,NH,H,WHH,2016,February
KK Nagar ATM,2016-02-13,154.0,115.0,868900.0,723000.0,Saturday,NH,H,WHH,2016,February
Mount Road ATM,2016-02-13,88.0,34.0,398400.0,251200.0,Saturday,NH,H,WHH,2016,February
Airport ATM,2016-02-14,40.0,25.0,203100.0,146700.0,Sunday,NH,H,HHW,2016,February
Big Street ATM,2016-02-14,166.0,48.0,557300.0,245600.0,Sunday,NH,H,HHW,2016,February
Christ College ATM,2016-02-14,132.0,55.0,366800.0,150300.0,Sunday,NH,H,HHW,2016,February
KK Nagar ATM,2016-02-14,168.0,109.0,591400.0,368900.0,Sunday,NH,H,HHW,2016,February
Mount Road ATM,2016-02-14,92.0,37.0,273000.0,149500.0,Sunday,NH,H,HHW,2016,February
Airport ATM,2016-02-15,83.0,61.0,391500.0,297300.0,Monday,NH,W,HWW,2016,February
Big Street ATM,2016-02-15,155.0,51.0,671500.0,328300.0,Monday,NH,W,HWW,2016,February
Christ College ATM,2016-02-15,42.0,26.0,213900.0,167600.0,Monday,NH,W,HWW,2016,February
KK Nagar ATM,2016-02-15,172.0,111.0,958800.0,673100.0,Monday,NH,W,HWW,2016,February
Mount Road ATM,2016-02-15,57.0,28.0,214300.0,119000.0,Monday,NH,W,HWW,2016,February
Airport ATM,2016-02-16,98.0,74.0,588500.0,507400.0,Tuesday,NH,W,WWW,2016,February
Big Street ATM,2016-02-16,107.0,36.0,392600.0,190100.0,Tuesday,NH,W,WWW,2016,February
Big Street ATM,2016-02-16,50.0,24.0,214114.0,146018.0,Tuesday,NA,NA,NA,2016,February
Christ College ATM,2016-02-16,135.0,63.0,507400.0,313200.0,Tuesday,NH,W,WWW,2016,February
KK Nagar ATM,2016-02-16,143.0,111.0,771800.0,660600.0,Tuesday,NH,W,WWW,2016,February
Airport ATM,2016-02-17,100.0,87.0,595100.0,555200.0,Wednesday,NH,W,WWW,2016,February
Big Street ATM,2016-02-17,134.0,64.0,366700.0,244000.0,Wednesday,NH,W,WWW,2016,February
Christ College ATM,2016-02-17,160.0,71.0,795500.0,435800.0,Wednesday,NH,W,WWW,2016,February
KK Nagar ATM,2016-02-17,190.0,123.0,1137000.0,859100.0,Wednesday,NH,W,WWW,2016,February
Mount Road ATM,2016-02-17,38.0,16.0,192600.0,99400.0,Wednesday,NH,W,WWW,2016,February
Airport ATM,2016-02-18,109.0,87.0,593100.0,544000.0,Thursday,NH,W,WWW,2016,February
Big Street ATM,2016-02-18,147.0,59.0,647900.0,322300.0,Thursday,NH,W,WWW,2016,February
Christ College ATM,2016-02-18,143.0,67.0,512400.0,321300.0,Thursday,NH,W,WWW,2016,February
KK Nagar ATM,2016-02-18,78.0,48.0,413300.0,335300.0,Thursday,NH,W,WWW,2016,February
Mount Road ATM,2016-02-18,33.0,19.0,131100.0,103300.0,Thursday,NH,W,WWW,2016,February
Airport ATM,2016-02-19,115.0,87.0,517600.0,443700.0,Friday,NH,W,WWH,2016,February
Big Street ATM,2016-02-19,144.0,34.0,435600.0,159600.0,Friday,NH,W,WWH,2016,February
Christ College ATM,2016-02-19,162.0,56.0,734500.0,364700.0,Friday,NH,W,WWH,2016,February
KK Nagar ATM,2016-02-19,44.0,34.0,149700.0,112800.0,Friday,NH,W,WWH,2016,February
Mount Road ATM,2016-02-19,27.0,16.0,55100.0,44100.0,Friday,NH,W,WWH,2016,February
Airport ATM,2016-02-20,61.0,49.0,407800.0,377900.0,Saturday,NH,H,WHH,2016,February
Big Street ATM,2016-02-20,147.0,34.0,535100.0,125800.0,Saturday,NH,H,WHH,2016,February
Christ College ATM,2016-02-20,148.0,58.0,812100.0,487900.0,Saturday,NH,H,WHH,2016,February
KK Nagar ATM,2016-02-20,108.0,78.0,703700.0,586600.0,Saturday,NH,H,WHH,2016,February
Mount Road ATM,2016-02-20,68.0,26.0,296300.0,159500.0,Saturday,NH,H,WHH,2016,February
Airport ATM,2016-02-21,60.0,41.0,331000.0,271500.0,Sunday,NH,H,HHW,2016,February
Big Street ATM,2016-02-21,181.0,48.0,652400.0,225800.0,Sunday,NH,H,HHW,2016,February
Big Street ATM,2016-02-21,130.0,55.0,566659.0,290555.0,Sunday,NA,NA,NA,2016,February
KK Nagar ATM,2016-02-21,85.0,51.0,187500.0,130800.0,Sunday,NH,H,HHW,2016,February
Mount Road ATM,2016-02-21,98.0,43.0,350500.0,251500.0,Sunday,NH,H,HHW,2016,February
Airport ATM,2016-02-22,48.0,34.0,202500.0,160100.0,Monday,NH,W,HWW,2016,February
Big Street ATM,2016-02-22,130.0,51.0,400300.0,229400.0,Monday,NH,W,HWW,2016,February
Big Street ATM,2016-02-22,130.0,55.0,566659.0,290555.0,Monday,NA,NA,NA,2016,February
KK Nagar ATM,2016-02-22,93.0,48.0,164400.0,110600.0,Monday,NH,W,HWW,2016,February
Mount Road ATM,2016-02-22,4.0,2.0,18000.0,5000.0,Monday,NH,W,HWW,2016,February
Airport ATM,2016-02-23,54.0,45.0,120900.0,109100.0,Tuesday,NH,W,WWW,2016,February
Big Street ATM,2016-02-23,165.0,65.0,666700.0,411500.0,Tuesday,NH,W,WWW,2016,February
Christ College ATM,2016-02-23,162.0,79.0,759800.0,440800.0,Tuesday,NH,W,WWW,2016,February
KK Nagar ATM,2016-02-23,212.0,128.0,989800.0,659500.0,Tuesday,NH,W,WWW,2016,February
Mount Road ATM,2016-02-23,40.0,25.0,233600.0,212000.0,Tuesday,NH,W,WWW,2016,February
Airport ATM,2016-02-24,48.0,37.0,228600.0,196500.0,Wednesday,NH,W,WWW,2016,February
Big Street ATM,2016-02-24,121.0,43.0,399700.0,201500.0,Wednesday,NH,W,WWW,2016,February
Christ College ATM,2016-02-24,121.0,50.0,331200.0,142900.0,Wednesday,NH,W,WWW,2016,February
KK Nagar ATM,2016-02-24,28.0,22.0,102400.0,84600.0,Wednesday,NH,W,WWW,2016,February
Mount Road ATM,2016-02-24,13.0,10.0,28400.0,22700.0,Wednesday,NH,W,WWW,2016,February
Airport ATM,2016-02-25,34.0,29.0,209200.0,193700.0,Thursday,NH,W,WWW,2016,February
Big Street ATM,2016-02-25,136.0,38.0,434200.0,160700.0,Thursday,NH,W,WWW,2016,February
Christ College ATM,2016-02-25,163.0,70.0,647600.0,397500.0,Thursday,NH,W,WWW,2016,February
KK Nagar ATM,2016-02-25,106.0,76.0,573400.0,435400.0,Thursday,NH,W,WWW,2016,February
Mount Road ATM,2016-02-25,59.0,30.0,199900.0,148700.0,Thursday,NH,W,WWW,2016,February
Airport ATM,2016-02-26,60.0,45.0,229900.0,182900.0,Friday,NH,W,WWH,2016,February
Big Street ATM,2016-02-26,135.0,59.0,591800.0,349300.0,Friday,NH,W,WWH,2016,February
Christ College ATM,2016-02-26,144.0,62.0,616100.0,318300.0,Friday,NH,W,WWH,2016,February
KK Nagar ATM,2016-02-26,84.0,66.0,695100.0,589400.0,Friday,NH,W,WWH,2016,February
Mount Road ATM,2016-02-26,11.0,2.0,13700.0,2800.0,Friday,NH,W,WWH,2016,February
Airport ATM,2016-02-27,46.0,38.0,323300.0,299500.0,Saturday,NH,H,WHH,2016,February
Big Street ATM,2016-02-27,141.0,40.0,527500.0,243600.0,Saturday,NH,H,WHH,2016,February
Big Street ATM,2016-02-27,50.0,24.0,214114.0,146018.0,Saturday,NA,NA,NA,2016,February
Christ College ATM,2016-02-27,135.0,56.0,661300.0,311300.0,Saturday,NH,H,WHH,2016,February
KK Nagar ATM,2016-02-27,37.0,27.0,137000.0,112600.0,Saturday,NH,H,WHH,2016,February
Airport ATM,2016-02-28,107.0,80.0,493500.0,448100.0,Sunday,NH,H,HHW,2016,February
Big Street ATM,2016-02-28,150.0,45.0,470100.0,211900.0,Sunday,NH,H,HHW,2016,February
Big Street ATM,2016-02-28,50.0,24.0,214114.0,146018.0,Sunday,NA,NA,NA,2016,February
Christ College ATM,2016-02-28,120.0,45.0,316400.0,130500.0,Sunday,NH,H,HHW,2016,February
KK Nagar ATM,2016-02-28,123.0,79.0,484100.0,346700.0,Sunday,NH,H,HHW,2016,February
Airport ATM,2016-02-29,109.0,84.0,744100.0,630200.0,Monday,NH,W,HWW,2016,February
Big Street ATM,2016-02-29,142.0,48.0,632800.0,326400.0,Monday,NH,W,HWW,2016,February
Christ College ATM,2016-02-29,132.0,64.0,601500.0,285500.0,Monday,NH,W,HWW,2016,February
KK Nagar ATM,2016-02-29,68.0,53.0,366500.0,326200.0,Monday,NH,W,HWW,2016,February
Mount Road ATM,2016-02-29,44.0,24.0,156600.0,110500.0,Monday,NH,W,HWW,2016,February
Airport ATM,2016-03-01,5.0,3.0,20000.0,17000.0,Tuesday,NH,H,HHW,2016,March
